Num,1. Accelerator Pedal Position (APP) Indicated Angle (%),2. Air Flow Calculated (g/s),3. Barometric Pressure (BARO) (kPa),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (degree C),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (degree C),6. Catalytic Converter Protection Active,7. Cmmd. A/F Equivalence Ratio (: 1),8. Deceleration Fuel Cutoff,9. Engine Coolant Temperature (ECT) Sensor (degree C),10. Engine Load (%),11. Engine Run Time,12. Engine Speed (rpm),13. Evaporative Emission (EVAP) Purge Solenoid Command (%),14. Fuel Alcohol Content (%),15. Fuel Composition Learn,16. Fuel Tank Level Remaining (%),17. Fuel Trim Cell (   ),18. Fuel Trim Learn,19. Fuel Trim System Test State,20. Fuel Volatility,21. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 1 (mV),22. Heated Oxygen Sensor (HO2S) Bank 1 Sensor 2 (mV),23. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 1 (mV),24. Heated Oxygen Sensor (HO2S) Bank 2 Sensor 2 (mV),25. Hot Open Loop,26. Ignition 1 Signal (V),27. Injector PWM Bank 1 (ms),28. Injector PWM Bank 2 (ms),29. Intake Air Temperature (IAT) Sensor (degree C),30. Intake Manifold Pressure (kPa),31. Long Term Fuel Trim (FT) Bank 1 (%),32. Long Term Fuel Trim (FT) Bank 2 (%),33. Loop Status,34. LT Fuel Trim (FT) Test Average Bank 1 (   ),35. LT Fuel Trim (FT) Test Average Bank 1 w/o Purge (   ),36. LT Fuel Trim (FT) Test Average Bank 2 (   ),37. LT Fuel Trim (FT) Test Average Bank 2 w/o Purge (   ),38. Malfunction Indicator Lamp (MIL) Requested By DTC,39. Manifold Absolute Pressure (MAP) Performance Test 1,40. Manifold Absolute Pressure (MAP) Performance Test 2,41. Manifold Absolute Pressure (MAP) Sensor (kPa),42. Mass Air Flow (MAF) Performance Test,43. Mass Air Flow (MAF) Sensor (g/s),44. Power Enrichment,45. Short Term Fuel Trim (FT) Bank 1 (%),46. Short Term Fuel Trim (FT) Bank 2 (%),47. Spark (deg),48. ST Fuel Trim (FT) Test Average Bank 1 (   ),49. ST Fuel Trim (FT) Test Average Bank 2 (   ),50. Throttle Position (TP) Indicated Angle (%),51. Throttle Position (TP) Performance Test,52. Vehicle Speed Sensor (km/h)
485,0.500,4.859,100,701,701,No,1,Inactive,96,14.510,00:09:35,822.500,13.333,2.069,Active,98.539,7,Enabled,Disabled,Low,842.014,646.701,802.951,711.806,Inactive,13.770,2.659,2.569,6,64,-20.312,-18.750,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.170,Inactive,3.125,6.250,20.500,0,0,15.539,OK,45
486,0.500,4.820,100,701,701,No,1,Inactive,96,14.510,00:09:35,817.250,13.333,2.069,Active,98.539,7,Enabled,Disabled,Low,789.931,642.361,815.972,711.806,Inactive,13.770,2.629,2.554,6,64,-20.312,-18.750,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.150,Inactive,2.344,6.250,20.500,0,0,15.539,OK,45
487,0.500,4.789,100,701,701,No,1,Inactive,96,15.294,00:09:35,806.500,13.333,2.069,Active,98.539,7,Enabled,Disabled,Low,707.465,646.701,828.993,711.806,Inactive,13.770,2.509,2.419,6,64,-20.312,-18.750,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.050,Inactive,-1.562,1.562,20.500,0,0,15.539,OK,45
488,0.500,4.891,100,701,701,No,1,Inactive,96,14.902,00:09:36,823.750,13.333,2.069,Active,98.539,7,Enabled,Disabled,Low,82.465,638.021,750.868,707.465,Inactive,13.746,2.779,2.404,6,64,-20.312,-18.750,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.050,Inactive,5.469,0,20,0,0,15.539,OK,45
489,0.500,4.898,100,701,701,No,1,Inactive,96,14.902,00:09:36,808,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,412.326,646.701,121.528,711.806,Inactive,13.746,2.809,2.524,6,63,-19.531,-18.750,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.070,Inactive,6.250,4.688,20.500,0,0,15.539,OK,45
490,0.500,4.859,100,700,700,No,1,Inactive,96,14.510,00:09:37,803.500,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,802.951,629.340,60.764,716.146,Inactive,13.746,2.809,2.554,6,63,-19.531,-18.750,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.320,Inactive,6.250,4.688,20.500,0,0,15.539,OK,44
491,0.500,4.789,100,700,700,No,1,Inactive,96,15.294,00:09:37,781.750,12.941,2.069,Active,98.931,7,Enabled,Disabled,Low,811.632,646.701,759.549,707.465,Inactive,13.795,2.885,2.704,6,62,-19.531,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,5.110,Inactive,6.250,7.031,18.500,0,0,15.539,OK,43
492,0.500,4.805,100,700,700,No,1,Inactive,96,14.902,00:09:37,788.250,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,802.951,646.701,820.312,711.806,Inactive,13.696,2.719,2.689,6,63,-19.531,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,4.980,Inactive,1.562,7.031,18.500,0,0,15.539,OK,43
493,0.500,4.797,100,699,699,No,1,Inactive,96,15.294,00:09:38,782.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,399.306,585.938,824.653,707.465,Inactive,13.696,2.689,2.509,6,62,-19.531,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,4.920,Inactive,0.781,0.781,18,0,0,15.539,OK,43
494,0.500,4.773,100,699,699,No,1,Inactive,96,14.902,00:09:38,776.500,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,538.194,585.938,742.188,707.465,Inactive,13.696,2.945,2.509,6,62,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,4.980,Inactive,5.469,0,17.500,0,0,15.539,OK,43
495,0.500,4.812,100,698,698,No,1,Inactive,96,14.902,00:09:39,784.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,828.993,585.938,164.931,711.806,Inactive,13.696,2.915,2.629,6,63,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,5.020,Inactive,5.469,3.906,18,0,0,15.539,OK,43
496,0.500,4.781,100,698,698,No,1,Inactive,96,15.294,00:09:39,781,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,833.333,590.278,147.569,707.465,Inactive,13.720,2.885,2.629,6,62,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,4.980,Inactive,5.469,3.906,18,0,0,15.539,OK,43
497,0.500,4.812,100,697,697,No,1,Inactive,96,14.902,00:09:40,788,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,837.674,603.299,802.951,707.465,Inactive,13.696,2.719,2.629,6,62,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,38,OK,5.050,Inactive,0.781,4.688,18.500,0,0,15.539,OK,43
498,0.500,4.859,100,697,697,No,1,Inactive,96,14.902,00:09:40,804,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,698.785,603.299,815.972,707.465,Inactive,13.696,2.659,2.479,6,63,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.030,Inactive,0,0,19,0,0,15.539,OK,44
499,0.500,4.789,100,697,697,No,1,Inactive,96,15.294,00:09:40,792.500,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,160.590,607.639,750.868,711.806,Inactive,13.720,2.809,2.434,6,63,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,4.940,Inactive,3.906,-2.344,19,0,0,15.539,OK,44
500,0.500,4.852,100,696,696,No,1,Inactive,96,14.510,00:09:41,808,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,130.208,611.979,125.868,707.465,Inactive,13.746,2.825,2.554,6,63,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.030,Inactive,4.688,3.906,20,0,0,15.539,OK,45
501,0.500,4.922,100,696,696,No,1,Inactive,96,15.294,00:09:41,824.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,798.611,620.660,629.340,707.465,Inactive,13.720,2.794,2.554,6,63,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,4.940,Inactive,5.469,4.688,20.500,0,0,15.539,OK,45
502,0.500,4.875,100,696,696,No,1,Inactive,96,14.118,00:09:42,827.250,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,820.312,616.319,785.590,711.806,Inactive,13.770,2.764,2.539,6,63,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,37,OK,5.110,Inactive,5.469,4.688,20.500,0,0,15.539,OK,46
503,0.500,4.977,100,696,696,No,1,Inactive,96,14.118,00:09:42,849,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,815.972,616.319,820.312,711.806,Inactive,13.770,2.539,2.329,6,64,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.030,Inactive,0,0,21.500,0,0,15.539,OK,47
504,0.500,4.945,100,696,696,No,1,Inactive,96,14.902,00:09:42,854,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,629.340,616.319,186.632,707.465,Inactive,13.746,2.494,2.434,6,65,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,4.950,Inactive,-0.781,3.906,22,0,0,15.539,OK,47
505,0.500,4.992,100,695,695,No,1,Inactive,96,14.118,00:09:43,870.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,69.444,616.319,138.889,707.465,Inactive,13.770,2.614,2.389,6,65,-17.969,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.130,Inactive,3.906,3.906,22.500,0,0,15.539,OK,48
506,0.500,5.039,100,695,695,No,1,Inactive,96,13.333,00:09:43,894,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,590.278,616.319,763.889,707.465,Inactive,13.746,2.614,2.389,6,66,-17.188,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,5.110,Inactive,5.469,4.688,23.500,0,0,15.539,OK,49
507,0.500,4.984,100,694,694,No,1,Inactive,96,14.118,00:09:44,892.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,802.951,616.319,768.229,707.465,Inactive,13.770,2.599,2.224,6,66,-17.188,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,4.880,Inactive,5.469,0,24,0,0,15.539,OK,50
508,0.500,5.125,100,694,694,No,1,Inactive,96,13.725,00:09:44,908,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,802.951,620.660,73.785,707.465,Inactive,13.770,2.434,2.329,6,66,-17.188,-17.188,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,5.060,Inactive,0,4.688,24.500,0,0,15.539,OK,50
509,0.500,5.047,100,694,694,No,1,Inactive,96,13.333,00:09:44,903.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,91.146,625,60.764,707.465,Inactive,13.795,2.584,2.359,6,66,-16.406,-16.406,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,5.120,Inactive,5.469,6.250,24.500,0,0,15.539,OK,50
510,0.500,4.945,100,693,693,No,1,Inactive,96,13.725,00:09:45,892.250,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,104.167,616.319,108.507,707.465,Inactive,13.820,2.599,2.449,6,67,-16.406,-16.406,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,4.990,Inactive,6.250,9.375,25,0,0,15.539,OK,49
511,0.500,4.852,100,693,693,No,1,Inactive,96,13.725,00:09:45,884.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,824.653,629.340,842.014,703.125,Inactive,13.795,2.674,2.509,6,67,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,5.140,Inactive,6.250,9.375,24,0,0,15.539,OK,49
512,0.500,4.922,100,692,692,No,1,Inactive,96,14.510,00:09:46,871,12.941,2.069,Active,98.931,7,Enabled,Disabled,Low,859.375,629.340,863.715,703.125,Inactive,13.820,2.704,2.344,6,65,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.010,Inactive,6.250,1.562,23.500,0,0,15.539,OK,48
513,0.500,4.883,100,692,692,No,1,Inactive,96,14.902,00:09:46,874,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,850.694,633.681,824.653,703.125,Inactive,13.795,2.554,2.329,6,66,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,4.800,Inactive,1.562,1.562,23,0,0,15.539,OK,48
514,0.500,4.836,100,692,692,No,1,Inactive,96,14.510,00:09:46,861.500,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,815.972,638.021,750.868,707.465,Inactive,13.820,2.524,2.284,6,66,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,4.950,Inactive,0,0,23,0,0,15.539,OK,48
515,0.500,4.805,100,692,692,No,1,Inactive,96,14.118,00:09:47,862,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,785.590,633.681,698.785,707.465,Inactive,13.845,2.449,2.209,6,66,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,5.020,Inactive,-3.906,-3.125,23,0,0,15.539,OK,48
516,0.500,4.789,100,692,692,No,1,Inactive,96,13.725,00:09:47,852.500,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,546.875,633.681,91.146,707.465,Inactive,13.820,2.389,2.449,6,66,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.080,Inactive,-5.469,3.906,22.500,0,0,15.539,OK,48
517,0.500,4.875,100,691,691,No,1,Inactive,96,14.118,00:09:48,874.500,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,559.896,651.042,837.674,707.465,Inactive,13.770,2.629,2.434,6,66,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,5.030,Inactive,3.125,3.906,23,0,0,15.539,OK,48
518,0.500,4.719,100,691,691,No,1,Inactive,96,14.902,00:09:48,837.500,12.941,2.069,Active,98.931,7,Enabled,Disabled,Low,837.674,651.042,842.014,703.125,Inactive,13.770,2.674,2.464,6,65,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.060,Inactive,3.125,3.906,22.500,0,0,15.539,OK,47
519,0.500,4.750,100,691,691,No,1,Inactive,96,14.510,00:09:48,838.250,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,837.674,646.701,846.354,703.125,Inactive,13.770,2.539,2.359,6,65,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.100,Inactive,-1.562,-0.781,22,0,0,15.539,OK,46
520,0.500,4.727,100,690,690,No,1,Inactive,96,14.118,00:09:49,831.750,13.333,2.069,Active,98.931,7,Enabled,Disabled,Low,802.951,651.042,802.951,703.125,Inactive,13.770,2.554,2.359,6,65,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,5.110,Inactive,-4.688,-3.125,21.500,0,0,15.539,OK,46
521,6.477,4.688,100,690,690,No,1,Inactive,96,14.902,00:09:49,810,12.941,2.069,Active,98.931,7,Enabled,Disabled,Low,720.486,668.403,776.910,707.465,Inactive,13.770,2.509,2.314,6,64,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,35,OK,5.470,Inactive,-6.250,-5.469,21.500,0,0,19.797,OK,45
522,9.543,7.945,100,690,690,No,1,Inactive,95,43.529,00:09:50,890.750,16.471,2.069,Active,98.931,0,Enabled,Disabled,Low,69.444,672.743,52.083,707.465,Inactive,13.746,5.138,4.793,6,45,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,53,OK,15.290,Inactive,0.781,1.562,16,0,0,24.465,OK,45
523,15.305,12.766,100,690,690,No,1,Inactive,95,76.471,00:09:50,1061,77.647,2.069,Active,98.931,0,Enabled,Disabled,Low,39.062,677.083,52.083,707.465,Inactive,13.795,7.752,7.242,6,20,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,81,OK,32.670,Inactive,4.688,6.250,-6,0,0,31.281,OK,44
524,19.309,38.969,100,690,690,No,1,Inactive,95,74.902,00:09:50,1301.750,95.294,2.069,Active,98.931,1,Enabled,Disabled,Low,56.424,672.743,47.743,681.424,Inactive,13.845,8.158,7.903,6,19,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,Fault,OK,82,OK,39.300,Inactive,7.812,8.594,7,0,0,35.266,OK,44
525,14.133,39.867,100,689,689,No,1,Inactive,95,56.078,00:09:51,1600,79.608,2.069,Active,98.539,1,Enabled,Disabled,Low,828.993,681.424,824.653,690.104,Inactive,13.820,6.505,6.400,6,34,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,Fault,OK,68,OK,36.810,Inactive,9.375,10.938,25,0,0,32.570,OK,44
526,0.500,19.180,100,689,689,No,1,Inactive,95,30.196,00:09:51,1277.750,49.804,2.069,Active,98.147,7,Enabled,Disabled,Low,43.403,694.444,815.972,694.444,Inactive,13.820,3.095,3.290,6,56,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,46,OK,15.640,Inactive,4.688,10.938,34,0,0,23.762,OK,44
527,0.500,12.836,100,689,689,No,1,Inactive,95,30.980,00:09:52,1024.500,41.176,2.069,Active,97.755,7,Enabled,Disabled,Low,108.507,690.104,286.458,694.444,Inactive,13.845,2.719,2.719,6,61,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,39,OK,12.990,Inactive,4.688,1.562,34,0,0,22.766,OK,43
528,0.500,12.086,100,689,689,No,1,Inactive,95,32.549,00:09:52,962.750,38.039,2.069,Active,97.755,7,Enabled,Disabled,Low,828.993,685.764,824.653,698.785,Inactive,13.845,2.915,2.840,6,61,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,Fault,OK,39,OK,12.920,Inactive,8.594,6.250,17.500,0,0,22.766,OK,43
529,13.918,15.117,100,689,689,No,1,Inactive,95,65.490,00:09:52,942.750,38.039,2.069,Active,97.755,0,Enabled,Disabled,Low,763.889,685.764,837.674,694.444,Inactive,13.820,3.996,4.237,6,52,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,45,OK,25.580,Inactive,0,6.250,14,0,0,29.445,OK,41
530,18.645,39.688,100,688,688,No,1,Inactive,95,74.118,00:09:53,1389.500,82.745,2.069,Active,98.147,1,Enabled,Disabled,Low,112.847,668.403,69.444,685.764,Inactive,13.820,7.362,7.242,6,24,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,76,OK,39.140,Inactive,6.250,7.031,17.500,0,0,34.836,OK,41
531,16.477,43.305,100,688,688,No,1,Inactive,95,43.922,00:09:53,1571,84.706,2.069,Active,98.147,1,Enabled,Disabled,Low,824.653,672.743,694.444,685.764,Inactive,13.820,7.242,6.956,6,28,-6.250,-8.594,Closed,0,0.922,0,0.906,Yes,OK,OK,63,OK,43.750,Inactive,1.562,7.812,12,0,0,34.270,OK,40
532,0.500,21.062,100,688,688,No,1,Inactive,95,27.843,00:09:54,1370.500,50.196,2.069,Active,98.147,7,Enabled,Disabled,Low,125.868,672.743,798.611,694.444,Inactive,13.770,3.140,3.185,6,56,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,OK,OK,46,OK,15.880,Inactive,7.031,7.812,35,0,0,24.328,OK,40
533,0.500,14.070,100,688,688,No,1,Inactive,95,34.902,00:09:54,1029.750,42.745,2.069,Active,98.147,7,Enabled,Disabled,Low,607.639,681.424,256.076,694.444,Inactive,13.770,3.020,3.035,6,59,-15.625,-15.625,Closed,0,0.922,0,0.906,Yes,OK,OK,41,OK,14.660,Inactive,7.031,2.344,27.500,0,0,23.898,OK,39
534,0.500,20.586,100,688,688,No,1,Inactive,95,37.647,00:09:54,1005.500,48.235,2.069,Active,98.539,7,Enabled,Disabled,Low,828.993,638.021,646.701,703.125,Inactive,13.646,5.288,5.484,6,41,-14.062,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,58,OK,14.340,Inactive,2.344,7.812,9.500,0,0,23.332,OK,38
535,0.500,10.898,100,687,687,No,1,Inactive,95,35.294,00:09:55,910.500,36.863,2.069,Active,98.539,7,Enabled,Disabled,Low,798.611,620.660,872.396,707.465,Inactive,13.720,5.919,5.934,6,32,-14.062,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,67,OK,12.820,Inactive,1.562,7.031,11,0,0,23.488,OK,37
536,0.500,11.609,100,687,687,No,1,Inactive,95,33.725,00:09:55,934,47.843,2.069,Active,98.539,7,Enabled,Disabled,Low,104.167,646.701,742.188,703.125,Inactive,13.696,6.415,5.694,6,31,-14.062,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,70,OK,12.600,Inactive,5.469,2.344,10.500,0,0,23.332,OK,36
537,0.500,12.008,100,686,686,No,1,Inactive,95,31.373,00:09:56,950.750,50.588,2.069,Active,98.539,7,Enabled,Disabled,Low,772.569,620.660,407.986,698.785,Inactive,13.746,6.505,5.379,6,29,-13.281,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,71,OK,11.950,Inactive,6.250,0,10.500,0,0,23.195,OK,34
538,0.500,12.070,100,686,686,No,1,Inactive,95,28.235,00:09:56,986.500,47.843,2.069,Active,98.931,7,Enabled,Disabled,Low,802.951,633.681,785.590,707.465,Inactive,13.720,6.175,5.544,6,31,-13.281,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,69,OK,11.260,Inactive,6.250,5.469,6.500,0,0,22.629,OK,34
539,0.500,11.461,100,686,686,No,1,Inactive,95,25.490,00:09:56,999.500,43.529,2.069,Active,98.931,7,Enabled,Disabled,Low,742.188,642.361,824.653,711.806,Inactive,13.696,5.409,5.078,6,36,-13.281,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,65,OK,10.350,Inactive,1.562,5.469,12,0,0,21.633,OK,32
540,0.500,10.336,100,686,686,No,1,Inactive,95,24.706,00:09:57,975,35.294,2.069,Active,98.931,7,Enabled,Disabled,Low,798.611,629.340,802.951,707.465,Inactive,13.696,5.379,4.522,6,40,-12.500,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,61,OK,9.750,Inactive,5.469,0.781,12,0,0,21.066,OK,31
541,0.500,9.352,100,686,686,No,1,Inactive,95,23.922,00:09:57,913.750,30.196,2.069,Active,98.931,7,Enabled,Disabled,Low,842.014,642.361,629.340,703.125,Inactive,13.696,5.063,4.207,6,41,-12.500,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,59,OK,9.150,Inactive,5.469,0,12,0,0,20.500,OK,29
542,0.500,8.758,100,685,685,No,1,Inactive,95,23.529,00:09:58,874,24.706,2.069,Active,98.931,7,Enabled,Disabled,Low,842.014,646.701,316.840,703.125,Inactive,13.770,4.703,3.936,6,42,-12.500,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,58,OK,8.590,Inactive,0.781,-3.906,12,0,0,20.070,OK,28
543,0.500,7.953,100,685,685,No,1,Inactive,95,20.784,00:09:58,841.250,20.784,2.069,Active,98.931,7,Enabled,Disabled,Low,807.292,651.042,659.722,711.806,Inactive,13.746,4.312,3.996,6,46,-12.500,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,55,OK,7.180,Inactive,0,3.906,12,0,0,18.938,OK,26
544,0.500,7.125,100,685,685,No,1,Inactive,95,21.961,00:09:58,766.500,16.863,2.069,Active,98.931,7,Enabled,Disabled,Low,681.424,651.042,798.611,707.465,Inactive,13.746,4.162,4.041,6,46,-12.500,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,54,OK,7.170,Inactive,-3.125,3.906,12,0,0,18.664,OK,23
545,0.500,6.141,100,684,684,No,1,Inactive,95,20,00:09:59,695.750,16.078,2.069,Active,98.931,7,Enabled,Disabled,Low,182.292,681.424,815.972,707.465,Inactive,13.795,3.621,2.990,6,51,-12.500,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,50,OK,6.370,Inactive,3.906,-0.781,-5.500,0,0,17.375,OK,21
546,0.500,7.930,100,684,684,No,1,Inactive,95,18.431,00:09:59,660.500,19.608,2.069,Active,98.931,7,Enabled,Disabled,Low,859.375,694.444,733.507,707.465,Inactive,13.845,2.554,2.133,6,61,-12.500,-14.062,Closed,0,0.922,0,0.906,Yes,OK,OK,40,OK,5.990,Inactive,3.906,-1.562,4.500,0,0,17.668,OK,19
547,0.500,7.422,100,683,683,No,1,Inactive,95,18.431,00:10:00,704.250,16.863,2.069,Active,98.931,7,Enabled,Disabled,Low,733.507,690.104,47.743,711.806,Inactive,13.820,2.043,2.028,6,65,-12.500,-14.062,Closed,0,0.922,0,0.906,Yes,Fault,OK,36,OK,6.020,Inactive,-0.781,3.906,10,0,0,17.512,OK,18
548,0.500,7.023,100,683,683,No,1,Inactive,95,17.255,00:10:00,744.750,15.686,2.069,Active,98.931,7,Enabled,Disabled,Low,60.764,690.104,56.424,707.465,Inactive,13.845,1.908,1.848,6,68,-12.500,-14.062,Closed,0,0.922,0,0.906,Yes,Fault,OK,32,OK,5.780,Inactive,3.906,4.688,23.500,0,0,17.375,OK,17
549,0.500,6.227,100,683,683,No,1,Inactive,95,18.824,00:10:00,690.750,15.294,2.069,Active,98.931,7,Enabled,Disabled,Low,60.764,690.104,60.764,707.465,Inactive,13.895,1.863,1.893,6,69,-12.500,-13.281,Closed,0,0.922,0,0.906,Yes,Fault,OK,31,OK,5.900,Inactive,4.688,7.812,19,0,0,17.668,OK,15
550,2.727,5.508,100,682,682,No,1,Inactive,95,19.608,00:10:01,597,14.510,2.069,Active,98.931,7,Enabled,Disabled,Low,520.833,685.764,156.250,707.465,Inactive,13.895,2.269,2.254,6,68,-11.719,-12.500,Closed,0,0.922,0,0.906,Yes,Fault,OK,32,OK,6.970,Inactive,8.594,10.156,16.500,0,0,18.664,OK,14
551,5.090,6.008,100,682,682,No,1,Inactive,95,21.176,00:10:01,608.750,14.902,2.069,Active,98.931,7,Enabled,Disabled,Low,842.014,690.104,863.715,707.465,Inactive,13.870,2.254,2.464,6,66,-10.938,-12.500,Closed,0,0.922,0,0.906,Yes,Fault,OK,34,OK,6.970,Inactive,0.781,10.156,16.500,0,0,18.664,OK,12
552,9.680,8.859,100,681,681,No,1,Inactive,95,39.608,00:10:02,628.750,16.471,2.069,Active,98.931,0,Enabled,Disabled,Low,802.951,694.444,868.056,707.465,Inactive,13.895,3.185,3.155,6,56,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,44,OK,12.700,Inactive,0,1.562,18.500,0,0,22.629,OK,10
553,13.977,14.703,100,681,681,No,1,Inactive,95,47.843,00:10:02,842.750,41.569,2.069,Active,98.931,0,Enabled,Disabled,Low,34.722,685.764,30.382,716.146,Inactive,13.870,3.906,3.756,6,48,-18.750,-20.312,Closed,0,0.922,0,0.906,Yes,Fault,OK,52,OK,16.600,Inactive,6.250,5.469,6.500,0,0,25.461,OK,9
554,11.379,19.258,100,681,681,No,1,Inactive,95,41.961,00:10:03,1109.500,47.451,2.069,Active,98.931,0,Enabled,Disabled,Low,47.743,677.083,39.062,716.146,Inactive,13.845,3.876,3.786,6,50,-17.969,-19.531,Closed,0,0.922,0,0.906,Yes,Fault,OK,51,OK,18.610,Inactive,10.156,9.375,29,0,0,25.324,OK,9
