Num,1. Accelerator Pedal Position (APP) Indicated Angle (Cylinder 5 Instrument Cluster (IC) Circuit Open Test Status),2. Air Conditioning (A/C) Relay Command (Cylinder 5 Instrument Cluster (IC) Circuit Short Gnd Test Status),3. Air Flow Calculated (Cylinder 5 Instrument Cluster (IC) Circuit Short Volts Test Status),4. Calculated Three Way Catalyst (TWC) Temperature Bank 1 (Cylinder 6 Injector Circuit Open Test Status),5. Calculated Three Way Catalyst (TWC) Temperature Bank 2 (Cylinder 6 Injector Circuit Short Gnd Test Status),6. Camshaft Position (CMP) Sensor (Cylinder 6 Injector Circuit Short Volts Test Status),7. Cycles Of Misfire Data (Cylinder 6 Instrument Cluster (IC) Circuit Open Test Status),8. Cylinder 1 Injector Circuit Open Test Status (Cylinder 6 Instrument Cluster (IC) Circuit Short Gnd Test Status),9. Cylinder 1 Injector Circuit Short Gnd Test Status (Cylinder 6 Instrument Cluster (IC) Circuit Short Volts Test Status),10. Cylinder 1 Injector Circuit Short Volts Test Status (Cylinder 7 Injector Circuit Open Test Status),11. Cylinder 1 Instrument Cluster (IC) Circuit Open Test Status (Cylinder 7 Injector Circuit Short Gnd Test Status),12. Cylinder 1 Instrument Cluster (IC) Circuit Short Gnd Test Status (Cylinder 7 Injector Circuit Short Volts Test Status),13. Cylinder 1 Instrument Cluster (IC) Circuit Short Volts Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Open Test Status),14. Cylinder 2 Injector Circuit Open Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Short Gnd Test Status),15. Cylinder 2 Injector Circuit Short Gnd Test Status (Cylinder 7 Instrument Cluster (IC) Circuit Short Volts Test Status),16. Cylinder 2 Injector Circuit Short Volts Test Status (Cylinder 8 Injector Circuit Open Test Status),17. Cylinder 2 Instrument Cluster (IC) Circuit Open Test Status (Cylinder 8 Injector Circuit Short Gnd Test Status),18. Cylinder 2 Instrument Cluster (IC) Circuit Short Gnd Test Status (Cylinder 8 Injector Circuit Short Volts Test Status),19. Cylinder 2 Instrument Cluster (IC) Circuit Short Volts Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Open Test Status),20. Cylinder 3 Injector Circuit Open Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Short Gnd Test Status),21. Cylinder 3 Injector Circuit Short Gnd Test Status (Cylinder 8 Instrument Cluster (IC) Circuit Short Volts Test Status),22. Cylinder 3 Injector Circuit Short Volts Test Status (Cylinder Deactivation Performance Test),23. Cylinder 3 Instrument Cluster (IC) Circuit Open Test Status (Engine Coolant Temperature (ECT) Sensor),24. Cylinder 3 Instrument Cluster (IC) Circuit Short Gnd Test Status (Engine Load),25. Cylinder 3 Instrument Cluster (IC) Circuit Short Volts Test Status (Engine Oil Pressure Sensor),26. Cylinder 4 Injector Circuit Open Test Status (Engine Run Time),27. Cylinder 4 Injector Circuit Short Gnd Test Status (Engine Speed),28. Cylinder 4 Injector Circuit Short Volts Test Status (Fuel Tank Level Remaining),29. Cylinder 4 Instrument Cluster (IC) Circuit Open Test Status (Ignition 1 Signal),30. Cylinder 4 Instrument Cluster (IC) Circuit Short Gnd Test Status (Injector 1 Disabled Due To Misfire),31. Cylinder 4 Instrument Cluster (IC) Circuit Short Volts Test Status (Injector 2 Disabled Due To Misfire),32. Cylinder 5 Injector Circuit Open Test Status (Injector 3 Disabled Due To Misfire),33. Cylinder 5 Injector Circuit Short Gnd Test Status (Injector 4 Disabled Due To Misfire),34. Cylinder 5 Injector Circuit Short Volts Test Status (Injector 5 Disabled Due To Misfire)
863,4,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
864,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.039,332,00:05:40,527.750,98.931,14.318,No,No,No,No,No,No,No,No,2.058,1.953,14
865,No,35,5.640,0,0,1,0,0,0,1,0,0,20,0,2,0,1,948,7,Inactive,30.500,17.258,82,0,5.793,Off,5.844,293,293,517,6,OK,OK,OK
866,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
867,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,23.137,332,00:05:40,494.250,98.931,14.044,No,No,No,No,No,No,No,No,2.419,2.284,14,No,37,7.260,0
868,2,1,0,0,0,3,0,0,20,0,2,0,1,948,7,Inactive,30.500,19.113,82,0,8.176,Off,6.906,293,293,563,8,OK,OK,OK,OK,OK,OK,OK
869,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
870,OK,OK,OK,OK,OK,OK,OK,OK,56,29.804,332,00:05:41,602.250,98.931,14.393,No,No,No,No,No,No,No,No,2.960,2.809,14,No,42,9.200,0,2,1,0,0
871,0,5,0,0,20,0,2,0,1,948,7,Inactive,31,20.676,82,0,10.891,Off,11.648,293,293,848,10,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
872,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
873,OK,OK,OK,OK,56,36.078,344,00:05:41,888.750,98.931,14.417,No,No,No,No,No,No,No,No,3.065,2.930,13,No,43,12.620,0,2,1,0,0,0,7,0,0
874,20,0,2,0,1,948,7,Inactive,32.500,22.668,82,0,10.891,Off,13.148,293,293,1104,14,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
875,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
876,56,32.157,360,00:05:41,1109.750,98.931,14.393,No,No,No,No,No,No,No,No,2.479,2.359,14,No,37,13.460,0,2,1,0,0,0,7,0,0,20,0,2,0
877,1,948,7,Inactive,37.500,23.371,82,0,10.891,Off,13.633,296,296,1204,18,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
878,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,30.980,364,00:05:42
879,1220,98.931,14.443,No,No,No,No,No,No,No,No,2.404,2.284,14,No,35,14.790,0,2,3,0,0,0,7,0,0,20,0,2,0,1,948,7,Inactive
880,42.500,24.074,82,0,10.891,Off,14.367,296,296,1351,22,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
881,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,29.020,372,00:05:42,1358.250,98.931,14.393,No
882,No,No,No,No,No,No,No,2.314,2.209,14,No,33,15.590,0,2,3,0,0,0,9,0,0,20,0,2,0,1,948,7,Inactive,44,24.660,82,0
883,10.891,Off,14.523,300,300,1449,27,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
884,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,28.235,376,00:05:43,1457,98.931,14.393,No,No,No,No,No
885,No,No,No,2.284,2.178,14,No,31,16.430,0,2,3,0,0,0,11,0,0,20,0,2,0,1,948,7,Inactive,45,24.934,82,0,10.891,Off,14.672,300
886,300,1570,32,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
887,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,27.059,376,00:05:43,1574.750,98.931,14.393,No,No,No,No,No,No,No,No,2.209
888,2.088,14,No,30,16.900,0,2,3,0,0,0,11,0,0,20,0,2,0,1,948,7,Inactive,46,25.227,82,0,10.891,Off,15.422,300,300,1655,37,OK
889,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
890,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,27.059,384,00:05:43,1655.500,98.931,14.417,No,No,No,No,No,No,No,No,2.178,2.058,14,No,29
891,17.830,0,2,3,0,0,0,11,0,0,20,0,2,0,1,948,7,Inactive,46.500,25.637,82,0,10.891,Off,15.875,304,304,1710,43,OK,OK,OK,OK,OK
892,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
893,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,26.667,384,00:05:44,1713,98.931,14.393,No,No,No,No,No,No,No,No,2.163,2.043,14,No,29,18.460,0,2,3
894,0,0,0,13,0,0,20,0,2,0,1,948,7,Inactive,47,25.793,82,0,10.891,Off,16.633,304,304,1786,49,OK,OK,OK,OK,OK,OK,OK,OK,OK
895,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
896,OK,OK,OK,OK,OK,OK,56,26.275,384,00:05:44,1789.250,98.931,14.318,No,No,No,No,No,No,No,No,2.163,2.043,14,No,29,19.080,0,2,3,0,0,0,17
897,0,0,20,0,2,0,1,948,7,Inactive,47,26.066,82,0,10.891,Off,17.828,309,309,1868,55,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
898,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
899,OK,OK,56,25.882,388,00:05:45,1873.250,98.931,14.318,No,No,No,No,No,No,No,No,2.118,2.013,14,No,29,19.830,0,2,3,0,0,0,17,0,0,20,0
900,2,0,1,948,7,Inactive,48,26.359,82,0,10.891,Off,18.594,309,309,1943,61,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
901,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,25.490
902,392,00:05:45,1943.250,98.931,14.318,No,No,No,No,No,No,No,No,2.103,1.998,14,No,29,20.100,0,2,3,0,0,0,17,0,0,20,0,2,0,1,948
903,7,Inactive,48.500,26.633,82,0,10.715,Off,19.539,309,309,2012,68,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
904,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,25.882,392,00:05:45,2011.750,98.931
905,14.318,No,No,No,No,No,No,No,No,2.133,2.028,14,No,29,21.250,0,2,3,0,0,0,17,0,0,20,0,2,0,1,948,7,Inactive,47.500,27.062
906,82,0,10.344,Off,20.203,315,315,2090,75,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
907,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,25.490,400,00:05:46,2091,98.931,14.318,No,No,No
908,No,No,No,No,No,2.133,2.028,14,No,29,22.020,0,2,3,0,0,0,17,0,0,20,0,2,0,1,948,7,Inactive,48,27.355,82,0,10.031,Off
909,19.773,315,315,2151,82,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
910,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,24.706,404,00:05:46,2149.500,98.931,14.318,No,No,No,No,No,No,No
911,No,2.043,1.923,14,No,27,21.790,0,2,3,0,0,0,17,0,0,20,0,2,0,1,948,7,Inactive,49.500,27.199,82,0,5.598,Off,18.141,321,321,2161
912,89,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
913,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,21.961,404,00:05:47,2163,98.931,14.318,No,No,No,No,No,No,No,No,1.848,1.758,14
914,No,25,19.600,0,2,3,0,0,0,19,0,0,20,0,2,0,1,948,7,Inactive,52.500,26.496,82,0,1.867,Off,15.680,321,321,2083,96,OK,OK,OK
915,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
916,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,19.216,404,00:05:47,2079.250,98.931,14.268,No,No,No,No,No,No,No,No,1.638,1.547,14,No,23,17.020,0
917,2,3,0,0,0,19,0,0,20,0,2,0,1,948,7,Inactive,55.500,25.363,82,0,1.203,Off,13.352,321,321,1932,2,OK,OK,OK,OK,OK,OK,OK
918,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
919,OK,OK,OK,OK,OK,OK,OK,OK,56,7.843,400,00:05:47,1919,98.931,14.268,No,No,No,No,No,No,No,No,1.142,1.007,14,No,18,6.940,0,0,0,0,0
920,0,0,0,0,22,3,2,0,1,967,7,Inactive,52,20.246,24,0,0.500,Off,6.664,323,323,1403,2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
921,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
922,OK,OK,OK,OK,56,8.627,380,00:05:48,1387.250,98.931,14.268,No,No,No,No,No,No,No,No,0.631,0.601,14,No,15,4.840,0,0,0,0,0,0,0,0,0
923,22,3,2,0,1,967,7,Inactive,33,15.266,24,0,0.500,Off,4.945,323,323,887,2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
924,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
925,56,13.725,352,00:05:48,869.750,98.931,14.218,No,No,No,No,No,No,No,No,0.947,0.901,14,No,18,4.820,0,0,0,0,0,0,0,0,0,22,3,2,0
926,1,967,7,Inactive,13,15.129,24,0,0.500,Off,3.602,323,323,548,2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
927,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,16.471,324,00:05:49
928,515.500,98.931,13.696,No,No,No,No,No,No,No,No,1.517,1.442,14,No,23,5,0,0,0,0,0,0,0,0,0,22,3,2,0,1,967,7,Inactive
929,30.500,15.695,24,0,0.500,Off,3.062,323,323,354,2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
930,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,23.137,312,00:05:49,359.500,98.931,12.849,No
931,No,No,No,No,No,No,No,2.734,2.374,14,No,34,6.660,0,0,0,0,0,0,0,0,0,22,3,2,0,1,967,7,Inactive,30.500,18.820,24,0
932,0.500,Off,4.953,323,323,386,2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
933,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,28.235,308,00:05:49,401.750,98.931,12.724,No,No,No,No,No
934,No,No,No,3.936,3.741,14,No,46,8.640,0,0,0,0,0,0,0,0,0,22,3,2,0,1,967,7,Inactive,27.500,20.109,24,0,0.500,Off,8.758,323
935,323,742,2,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
936,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,17.255,340,00:05:50,751.500,98.931,13.172,No,No,No,No,No,No,No,No,2.374
937,2.254,14,No,37,5.580,0,0,0,0,0,0,0,0,0,22,3,2,0,1,967,7,Inactive,2.500,16.984,24,0,0.500,Off,5.969,323,323,635,3,OK
938,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
939,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,16.863,336,00:05:50,634,98.931,13.820,No,No,No,No,No,No,No,No,1.818,1.713,14,No,30
940,5.120,0,0,0,0,0,0,0,0,0,22,3,2,0,1,967,7,Inactive,14,16.262,24,0,0.500,Off,4.680,323,323,529,5,OK,OK,OK,OK,OK
941,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
942,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,16.863,328,00:05:51,521.750,98.931,14.094,No,No,No,No,No,No,No,No,1.938,1.848,14,No,31,5.220,0,0,0
943,0,0,0,0,0,0,22,3,2,0,1,967,7,Inactive,30.500,16.418,24,0,0.500,Off,3.953,323,323,411,6,OK,OK,OK,OK,OK,OK,OK,OK,OK
944,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
945,OK,OK,OK,OK,OK,OK,56,21.569,320,00:05:51,426.250,98.931,13.621,No,No,No,No,No,No,No,No,2.419,2.419,14,No,36,6.670,0,0,0,0,0,0,2
946,0,0,22,3,2,0,1,967,7,Inactive,31.500,18.547,24,0,0.500,Off,5.703,323,323,483,8,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
947,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
948,OK,OK,56,21.569,320,00:05:51,478.500,98.931,14.244,No,No,No,No,No,No,No,No,2.855,2.704,14,No,40,6.800,0,0,0,0,0,0,2,0,0,22,3
949,2,0,1,967,7,Inactive,33,18.547,24,0,0.500,Off,7.117,322,322,643,10,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
950,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.431
951,328,00:05:52,643.250,98.931,14.318,No,No,No,No,No,No,No,No,2.284,2.148,14,No,36,5.860,0,0,0,0,0,0,2,0,0,22,3,2,0,1,967
952,7,Inactive,17,17.551,24,0,0.500,Off,6.055,322,322,621,12,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
953,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.431,328,00:05:52,631.500,98.931
954,14.318,No,No,No,No,No,No,No,No,2.043,1.923,14,No,33,5.660,0,0,0,0,0,0,2,0,0,22,3,2,0,1,967,7,Inactive,18.500,17.551
955,24,0,0.500,Off,5.273,322,322,563,14,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
956,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.039,328,00:05:53,563.500,98.931,14.343,No,No,No
957,No,No,No,No,No,1.983,1.878,14,No,32,5.450,0,0,0,0,0,0,4,0,0,22,3,2,0,1,967,7,Inactive,26,17.121,24,0,0.500,Off
958,5.094,322,322,530,16,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
959,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,17.647,324,00:05:53,530.250,98.931,14.218,No,No,No,No,No,No,No
960,No,2.073,1.983,14,No,33,5.490,0,0,0,0,0,0,4,0,0,22,3,2,0,1,967,7,Inactive,30.500,17.121,24,0,0.500,Off,5.133,322,322,505
961,17,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
962,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,18.039,324,00:05:53,511.250,98.931,14.268,No,No,No,No,No,No,No,No,2.194,2.088,14
963,No,34,5.550,0,0,0,0,0,0,4,0,0,22,3,2,0,1,967,7,Inactive,30.500,17.258,24,0,0.500,Off,5.281,322,322,498,19,OK,OK,OK
964,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
965,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,19.608,320,00:05:54,499,98.931,14.218,No,No,No,No,No,No,No,No,2.449,2.314,14,No,36,6.160,0
966,0,0,0,0,0,4,0,0,22,3,2,0,1,967,7,Inactive,31.500,17.980,24,0,0.500,Off,5.844,322,322,559,21,OK,OK,OK,OK,OK,OK,OK
967,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
968,OK,OK,OK,OK,OK,OK,OK,OK,56,18.431,320,00:05:54,566,98.931,14.268,No,No,No,No,No,No,No,No,2.269,2.148,14,No,36,5.710,0,0,0,0,0
969,0,6,0,0,22,3,2,0,1,967,7,Inactive,28,17.551,24,0,0.500,Off,5.430,322,322,554,23,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
970,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
971,OK,OK,OK,OK,56,18.039,320,00:05:55,568.250,98.931,14.318,No,No,No,No,No,No,No,No,2.133,2.028,14,No,34,5.630,0,0,0,0,0,0,6,0,0
972,22,3,2,0,1,967,7,Inactive,27,17.258,24,0,0.500,Off,5.109,322,322,535,25,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
973,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
974,56,18.039,320,00:05:55,536.250,98.931,14.393,No,No,No,No,No,No,No,No,2.118,2.013,14,No,34,5.640,0,0,0,0,0,0,8,0,0,22,3,2,0
975,1,967,7,Inactive,30.500,17.258,24,0,0.500,Off,5.320,322,322,489,26,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
976,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,56,17.647,320,00:05:55
977,490.750,98.931,14.069,No,No,No,No,No,No,No,No,2.194,2.088,14,No,35,5.670,0,0,0,0,0,0,10,0,0,22,3,2,0,1,967,7,Inactive
978,30.500,17.258,24,0,0.500,Off,5.172,322,322,480,28,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
979,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,57,21.569,312,00:05:56,482.750,98.931,14.293,No
980,No,No,No,No,No,No,No,2.569,2.434,14,No,38,6.700,0,0,0,0,0,0,12,0,0,22,3,2,0,1,967,7,Inactive,31.500,18.547,24,0
981,0.500,Off,5.742,322,322,545,30,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
982,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,57,18.431,316,00:05:56,555.500,98.931,14.493,No,No,No,No,No
983,No,No,No,2.314,2.209,14,No,37,5.880,0,0,0,0,0,0,14,0,0,22,3,2,0,1,967,7,Inactive,31,17.551,24,0,0.500,Off,5.633,321
984,321,576,32,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
985,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,57,18.431,324,00:05:57,579.250,98.931,14.493,No,No,No,No,No,No,No,No,2.133
986,2.028,14,No,34,5.690,0,0,0,0,0,0,16,0,0,22,3,2,0,1,967,7,Inactive,24,17.395,24,0,0.500,Off,5.711,321,321,556,33,OK
987,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK
